"id","CountryName","CountryCode","IndicatorName","IndicatorCode",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
10486,"Europe & Central Asia","ECS","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",64.0968978319,64.4190979303,64.4660204285,64.6916333679,65.0421354905,65.1532223063,65.3157225478,65.3858573526,65.4005135832,65.3405323391,65.5335679857,65.6002804407,65.8185753832,65.8946392343,66.0462649784,65.9715041852,66.0418365107,66.1306077759,66.2014732324,66.2876560366,66.3690099991,66.6462600915,66.9617502753,67.0364640588,67.1805912768,67.4660115306,68.0489991669,68.2617655246,68.3604553894,68.3561918679,68.2871732895,68.1879973621,68.1275210659,67.6423388243,67.5365626613,67.6828766997,68.1519056664,68.6760983573,69.0242147836,69.0730120655,69.2222009301,69.5349937867,69.6606286156,69.8219656034,70.2462583458,70.4209141448,70.9733976862,71.3787010374,71.7081702991,72.1710181772,72.5128720182,73.0441273812,73.2725462952,73.6269580403,73.9571699141,74.1615558075,"",""
10487,"Europe & Central Asia","ECS","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",2.8345249044,2.8220572745,2.8024664437,2.7973896949,2.7874989605,2.7409779833,2.708503085,2.714340512,2.6630478231,2.6090374367,2.5623503132,2.5426004661,2.4795516613,2.4156670502,2.4022955773,2.3473811455,2.3091375305,2.2549553715,2.2197639527,2.1937575152,2.167577983,2.1332878491,2.1413894364,2.1314572006,2.1067112902,2.0913232969,2.0976216829,2.0920124114,2.0621022672,2.0013516705,1.957997544,1.8931660098,1.8203032949,1.7421605172,1.6989151304,1.6544234068,1.6203592219,1.5926084044,1.5708923662,1.544612784,1.5559163529,1.5419440886,1.554670838,1.5684174733,1.5972456066,1.5887040001,1.6188836647,1.6637199099,1.7218935232,1.7206931383,1.7277580085,1.7127832861,1.73832579,1.7265700818,1.7537572497,1.7582915168,"",""
10488,"Europe & Central Asia","ECS","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS",76.3946250872,77.0079379252,77.627212228,77.9396826635,78.2484713467,78.5519241817,78.8544360078,79.1513303893,79.3527276839,79.5550086098,79.7585394754,79.9671803441,80.1794041817,80.3295103885,80.4799334608,80.6304776505,80.7844076609,80.9395153294,81.1128777114,81.2906766389,81.4736143741,81.6580919672,81.8463136254,82.1270393465,82.4056077852,82.6824098562,82.959615303,83.2354542852,83.2265604133,83.2209159918,83.2224568651,83.2293529899,83.2429399683,83.3555919856,83.4681222307,83.5775459614,83.6794937377,83.7812841101,83.9206859373,84.0627009565,84.2056189229,84.3633702436,84.5273131727,84.8104187492,85.0914367374,85.3698628565,85.6491688066,85.9265726583,86.2739523219,86.6161033052,86.9592402268,87.2993867136,87.6502632127,87.8457627474,88.0431860488,88.2405590705,"",""
10489,"Europe & Central Asia","ECS","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS",62.903995501,63.4011501306,63.9002700681,64.0422247122,64.1788002048,64.3092642694,64.4405625604,64.5654245504,64.6309109411,64.6943547854,64.7566555629,64.815759084,64.8821180729,64.8574629256,64.8333478309,64.809158886,64.793306007,64.7749385054,64.8871412322,65.009670896,65.1450379775,65.2818571968,65.4285634506,65.9336199116,66.4295152848,66.9180001552,67.4035436675,67.884507208,67.5734663524,67.2657709603,66.9717429905,66.6914469394,66.4222872648,66.5879850693,66.7518326171,66.9069049105,67.0510409719,67.1981563837,67.4510522165,67.7094675881,67.9733067145,68.2687875035,68.574643048,69.111909307,69.6423896684,70.166549113,70.6945770271,71.2159206546,71.9858516716,72.7419015326,73.5021526093,74.2490623689,75.0161622968,75.3366535456,75.6615812178,75.9847290689,"",""
10645,"Ecuador","ECU","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",131.1764,130.6982,130.22,129.2536,128.2872,127.3208,126.3544,125.388,123.242,121.096,118.95,116.804,114.658,112.2314,109.8048,107.3782,104.9516,102.525,100.6942,98.8634,97.0326,95.2018,93.371,92.436,91.501,90.566,89.631,88.696,88.0564,87.4168,86.7772,86.1376,85.498,85.2612,85.0244,84.7876,84.5508,84.314,83.9536,83.5932,83.2328,82.8724,82.512,82.6118,82.7116,82.8114,82.9112,83.011,81.8738,80.7366,79.5994,78.4622,77.325,76.7488,76.1726,75.5964,"",""
10646,"Ecuador","ECU","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE",270.393,262.054,253.714,250.074,246.434,242.793,239.153,235.513,231.765,228.017,224.27,220.522,216.774,211.029,205.285,199.54,193.795,188.05,182.457,176.864,171.271,165.677,160.084,155.555,151.026,146.497,141.968,137.44,134.877,132.314,129.75,127.187,124.624,123.823,123.022,122.221,121.42,120.619,118.773,116.926,115.08,113.234,111.388,108.771,106.154,103.537,100.92,98.303,96.592,94.881,93.17,91.459,89.748,88.508,87.269,86.029,"",""
10647,"Ecuador","ECU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA",296.714,288.06,279.405,276.968,274.531,272.094,269.657,267.22,264.745,262.27,259.796,257.321,254.846,251.458,248.071,244.683,241.295,237.907,234.422,230.937,227.453,223.968,220.483,217.785,215.087,212.389,209.692,206.994,206.128,205.262,204.397,203.531,202.665,203.044,203.423,203.802,204.181,204.56,203.364,202.169,200.974,199.778,198.583,195.346,192.109,188.871,185.634,182.397,179.733,177.069,174.406,171.742,169.078,166.646,164.215,161.783,"",""
10649,"Ecuador","ECU","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",54.538,55.152,55.73,56.267,56.761,57.214,57.633,58.035,58.434,58.844,59.277,59.742,60.242,60.776,61.344,61.941,62.56,63.192,63.828,64.464,65.1,65.74,66.388,67.046,67.709,68.373,69.034,69.684,70.319,70.932,71.521,72.086,72.627,73.146,73.641,74.111,74.556,74.975,75.368,75.733,76.066,76.362,76.621,76.844,77.037,77.206,77.356,77.497,77.636,77.781,77.936,78.107,78.29,78.483,78.685,78.895,"",""
10650,"Ecuador","ECU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",51.955,52.552,53.109,53.618,54.079,54.494,54.873,55.233,55.59,55.954,56.335,56.74,57.166,57.612,58.08,58.567,59.072,59.589,60.113,60.643,61.18,61.726,62.283,62.849,63.42,63.989,64.55,65.096,65.622,66.122,66.59,67.024,67.427,67.802,68.151,68.48,68.794,69.097,69.394,69.685,69.971,70.248,70.512,70.76,70.995,71.217,71.43,71.639,71.846,72.056,72.269,72.489,72.712,72.939,73.169,73.402,"",""
10651,"Ecuador","ECU","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",6.721,6.7,6.676,6.646,6.61,6.564,6.507,6.436,6.351,6.252,6.138,6.011,5.873,5.727,5.577,5.426,5.276,5.129,4.988,4.853,4.727,4.611,4.503,4.401,4.305,4.213,4.123,4.034,3.945,3.856,3.767,3.679,3.594,3.514,3.437,3.364,3.294,3.225,3.157,3.09,3.027,2.968,2.914,2.868,2.828,2.793,2.763,2.736,2.71,2.684,2.656,2.628,2.599,2.571,2.542,2.514,"",""
10652,"Ecuador","ECU","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS",52.71665,53.75989,54.80314,55.39325,55.98337,56.57349,57.16361,57.75373,58.3766,58.99947,59.62234,60.24521,60.86809,61.79526,62.72244,63.64961,64.57679,65.50396,66.43817,67.37238,68.30659,69.2408,70.17501,71.0558,71.93659,72.81737,73.69816,74.57895,75.19959,75.82024,76.44088,77.06152,77.68217,78.01623,78.3503,78.68437,79.01843,79.3525,79.73977,80.12704,80.51431,80.90159,81.28886,81.69287,82.09687,82.50088,82.90489,83.3089,83.58082,83.85274,84.12466,84.39659,84.66851,84.91683,85.16515,85.41347,"",""
10653,"Ecuador","ECU","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS",48.50553,49.5912,50.67686,51.14422,51.61158,52.07894,52.5463,53.01366,53.49958,53.98551,54.47143,54.95736,55.44329,56.11565,56.78802,57.46038,58.13275,58.80511,59.52175,60.2384,60.95504,61.67168,62.38832,63.0969,63.80547,64.51405,65.22262,65.9312,66.37818,66.82517,67.27215,67.71914,68.16612,68.37187,68.57762,68.78337,68.98913,69.19488,69.54773,69.90058,70.25343,70.60628,70.95913,71.50421,72.04929,72.59437,73.13946,73.68454,74.08487,74.4852,74.88554,75.28587,75.6862,76.02775,76.36929,76.71084,"",""
10809,"Egypt, Arab Rep.","EGY","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",148.0114,147.5622,147.113,145.5408,143.9686,142.3964,140.8242,139.252,137.006,134.76,132.514,130.268,128.022,127.5728,127.1236,126.6744,126.2252,125.776,124.162,122.548,120.934,119.32,117.706,111.3864,105.0668,98.7472,92.4276,86.108,84.8572,83.6064,82.3556,81.1048,79.854,75.3252,70.7964,66.2676,61.7388,57.21,56.2648,55.3196,54.3744,53.4292,52.484,51.73,50.976,50.222,49.468,48.714,49.9,51.086,52.272,53.458,54.644,53.5396,52.4352,51.3308,"",""
10810,"Egypt, Arab Rep.","EGY","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE",183.905,182.195,180.485,178.777,177.07,175.362,173.655,171.947,170.468,168.99,167.511,166.032,164.553,163.281,162.009,160.737,159.464,158.192,157.022,155.851,154.681,153.511,152.34,151.224,150.108,148.992,147.876,146.759,145.725,144.69,143.655,142.621,141.586,140.747,139.908,139.07,138.231,137.392,136.592,135.791,134.99,134.19,133.389,132.622,131.856,131.089,130.322,129.555,127.104,124.653,122.203,119.752,117.301,115.207,113.113,111.018,"",""
10811,"Egypt, Arab Rep.","EGY","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA",286.696,284.746,282.796,280.818,278.841,276.863,274.885,272.908,271.004,269.1,267.196,265.293,263.389,261.405,259.421,257.437,255.452,253.468,251.536,249.603,247.671,245.738,243.806,242.088,240.371,238.654,236.936,235.219,233.762,232.305,230.848,229.392,227.935,226.47,225.004,223.539,222.074,220.609,219.359,218.108,216.858,215.608,214.358,212.606,210.853,209.101,207.348,205.596,203.17,200.745,198.319,195.894,193.468,191.659,189.85,188.04,"",""
10813,"Egypt, Arab Rep.","EGY","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",49.265,49.901,50.492,51.053,51.592,52.1,52.559,52.959,53.304,53.615,53.929,54.293,54.741,55.291,55.945,56.688,57.486,58.295,59.081,59.831,60.549,61.251,61.96,62.689,63.43,64.162,64.857,65.491,66.053,66.544,66.982,67.398,67.821,68.27,68.744,69.231,69.706,70.139,70.51,70.814,71.053,71.239,71.394,71.537,71.679,71.825,71.978,72.134,72.29,72.449,72.613,72.786,72.967,73.157,73.354,73.557,"",""
10814,"Egypt, Arab Rep.","EGY","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",46.822,47.325,47.787,48.22,48.631,49.016,49.36,49.658,49.916,50.153,50.402,50.705,51.088,51.567,52.141,52.794,53.495,54.205,54.894,55.552,56.184,56.811,57.456,58.13,58.827,59.524,60.19,60.801,61.342,61.813,62.233,62.63,63.036,63.469,63.931,64.408,64.876,65.307,65.68,65.991,66.241,66.444,66.619,66.787,66.957,67.138,67.332,67.537,67.747,67.962,68.178,68.391,68.596,68.79,68.972,69.142,"",""
10815,"Egypt, Arab Rep.","EGY","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",6.716,6.696,6.673,6.646,6.615,6.577,6.529,6.469,6.399,6.319,6.233,6.144,6.056,5.974,5.899,5.833,5.776,5.727,5.682,5.639,5.6,5.563,5.528,5.489,5.444,5.382,5.294,5.177,5.031,4.857,4.663,4.455,4.247,4.048,3.865,3.705,3.571,3.459,3.367,3.293,3.233,3.181,3.133,3.088,3.047,3.016,3.004,3.016,3.055,3.114,3.185,3.253,3.306,3.335,3.336,3.311,"",""
10816,"Egypt, Arab Rep.","EGY","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS",50.99778,51.74924,52.5007,53.12692,53.75315,54.37937,55.0056,55.63182,56.0192,56.40657,56.79395,57.18132,57.5687,58.48435,59.4,60.31565,61.2313,62.14695,62.9062,63.66545,64.4247,65.18395,65.9432,66.80105,67.65891,68.51676,69.37461,70.23247,70.68859,71.1447,71.60082,72.05694,72.51306,73.09632,73.67959,74.26285,74.84611,75.42938,75.67892,75.92847,76.17802,76.42756,76.67711,76.88625,77.09538,77.30452,77.51366,77.7228,78.03852,78.35424,78.66997,78.98569,79.30141,79.64989,79.99837,80.34685,"",""
10817,"Egypt, Arab Rep.","EGY","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS",43.16917,43.72788,44.2866,44.74577,45.20495,45.66413,46.1233,46.58248,46.89935,47.21622,47.53308,47.84995,48.16682,48.93944,49.71205,50.48467,51.25729,52.02991,52.71128,53.39265,54.07402,54.75539,55.43676,56.23968,57.04259,57.84551,58.64842,59.45133,59.89105,60.33077,60.77049,61.21021,61.64992,62.21853,62.78713,63.35574,63.92434,64.49295,64.7539,65.01485,65.2758,65.53675,65.7977,66.11147,66.42524,66.73901,67.05278,67.36655,67.74571,68.12487,68.50402,68.88318,69.26234,69.54364,69.82494,70.10624,"",""
10973,"Euro area","EMU","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",27.238146773,28.313442048,29.3642194839,30.0213659648,30.6847855037,31.383398884,32.1308732035,32.923101033,33.1208277054,33.2990096742,33.3998553751,33.4718990019,33.5199416131,32.5312931854,31.5363100507,30.5453463619,29.5602931836,28.5596947614,27.1955121488,25.8307504621,24.4699990503,23.113469781,21.7626810733,20.6175905516,19.4726054494,18.3285094821,17.2009910447,16.0820943253,15.5968452956,15.1088493128,14.6183268548,14.1279157056,13.6331412221,13.164143865,12.6904604015,12.2083126952,11.714913765,11.2140717271,11.2557773878,11.2895279587,11.3133441583,11.3236118407,11.3229070738,11.1277152604,10.9230428226,10.7147648803,10.5030068283,10.2939457689,9.9556832708,9.6180686846,9.281099464,8.9425454748,8.6055002704,8.2328501318,7.8676347263,7.5119200877,"",""
10974,"Euro area","EMU","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE",112.8941544786,108.5589497749,110.3082811696,109.6062330844,105.1922359576,104.5103364311,102.8781620647,101.8692878223,101.3031090987,103.4310166242,98.6242691545,97.8274749609,96.0828084207,94.7472002021,92.1738825381,91.2556495876,89.78984197,86.7028261492,85.0446281526,83.5320688478,81.6168375038,79.6801365062,77.5314448678,78.174291499,75.3526534523,74.2552250317,73.2455489119,71.6276349754,70.2886185969,69.5051784574,70.6468521764,70.1080752003,68.4350691374,68.5382119334,67.4037041026,66.4971576903,65.1155966312,63.0386524386,61.8897863703,60.9530322139,60.0671100501,59.4123698041,58.6390456678,58.0181294447,55.7797086338,54.8752017895,53.5320857905,52.777776222,52.5113526603,51.7196484921,50.2193874505,49.8745846085,48.4070553069,49.8372362497,"","","",""
10975,"Euro area","EMU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA",197.2543870073,194.3435869892,198.4510945639,199.1958528937,192.7871680552,194.4434302723,191.0702418804,191.4626485791,191.190250604,196.1191116599,188.4599685616,190.5264435035,188.4739944052,186.6210304088,185.1102421653,186.3515610795,186.2811558735,182.5714515671,181.0409893131,179.668850468,177.2550564776,174.3386231743,170.6023802271,171.3776430117,168.1886726413,165.5964851394,161.0920680257,157.8434924165,155.774947504,155.4631579915,155.3325794007,155.2361437762,152.0394358944,150.3690320214,148.3908033981,145.9516930841,141.5239618719,135.9125817292,132.5764187293,130.4515062873,127.9228942749,126.0318006165,123.8884574408,121.7375701032,116.3611757296,114.6907235963,112.0491000722,109.6616670781,107.3296818968,104.3570058883,101.5785922265,98.5543506098,95.8480577525,99.4114150616,"","","",""
10977,"Euro area","EMU","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",72.0637828429,72.4916354703,72.4975768037,72.7239608492,73.2352125477,73.3522864174,73.6539924848,73.8359333912,73.9319404079,73.9961666321,74.3681806687,74.537106784,74.8914410573,75.0075559685,75.3873664046,75.5941361889,75.893821674,76.2895866367,76.5282928796,76.8773620222,77.0815066,77.3785280671,77.7122555004,77.7807990839,78.1725960975,78.321050989,78.591103173,78.9073156579,79.100880771,79.3463336743,79.4954929897,79.6542113344,80.01861612,80.0788876386,80.3890086062,80.5365543425,80.7433721107,81.0359457522,81.2079321362,81.3980844482,81.6189478144,81.8954313293,81.9234875897,81.8494285587,82.4395761688,82.5526652296,82.9844613269,83.1810661274,83.2967752329,83.4812592188,83.7011039866,84.1993995023,84.1064884834,84.3430813848,84.7367408951,84.8541369009,"",""
10978,"Euro area","EMU","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",66.6228046625,66.9387576222,66.8510609198,66.966174661,67.3767868375,67.4338401521,67.6870964224,67.7873955186,67.7942053151,67.7462040292,68.1035578048,68.1532891866,68.4789604067,68.5541051438,68.8288072644,68.9119168569,69.1445719742,69.4608529768,69.6654185575,69.9640208939,70.1487866711,70.4179038519,70.7693129777,70.8495975101,71.1751084809,71.3643813122,71.6911113807,71.9581530455,72.1404939332,72.3490625961,72.5005875007,72.5722551422,72.9193758704,73.0714935048,73.3790747037,73.5520548897,73.8666504729,74.2973118067,74.5540930079,74.810323008,75.0955532392,75.4624813121,75.6065758426,75.7211753539,76.2750013167,76.4563970698,76.8842019456,77.1729246719,77.4588254835,77.6737086863,77.9392049652,78.4142309332,78.4916822576,78.8243478864,79.2740253739,79.4265037604,"",""
10979,"Euro area","EMU","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",2.6011658747,2.6329989203,2.6386016224,2.679863994,2.733364284,2.6794134026,2.661146063,2.61978777,2.5572118955,2.4870875731,2.3931528974,2.3444571356,2.2357555952,2.1317597142,2.0997283946,2.0233880538,1.9826163405,1.9083122401,1.8528350621,1.8009895733,1.7742670624,1.7260247323,1.6978074494,1.6388712029,1.6014683474,1.5904831661,1.5793514989,1.557838846,1.5623111103,1.5295845294,1.5341577597,1.4886000716,1.4674651105,1.4348546211,1.3975208654,1.3827617168,1.3955898821,1.4146808056,1.4155254142,1.4308862671,1.4703048978,1.456046085,1.4587326041,1.4730023255,1.4954753353,1.4993921118,1.5226494399,1.5398369389,1.5803327216,1.5637325111,1.5797880554,1.5614929731,1.553827871,1.530211292,1.5541118223,1.5621542319,"",""
10980,"Euro area","EMU","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS",79.1860995337,79.6591624657,80.1343808359,80.4259563266,80.7182612939,81.0107222146,81.3028889095,81.594199137,81.8879176633,82.1815922327,82.4764295618,82.7708223656,83.0636774714,83.4288634065,83.79341639,84.1569101284,84.5205992002,84.8857511143,85.2063578585,85.5263334778,85.8454164401,86.164789978,86.4838891795,86.7570113917,87.0308627475,87.3052336484,87.5793057031,87.853294023,88.0543163826,88.2547288496,88.4553126712,88.6572674452,88.8613463943,89.0811476489,89.3002521949,89.5183630221,89.7354513787,89.9521535919,90.1419840952,90.330523458,90.5188225119,90.708916817,90.9001804465,91.0503290866,91.2012310227,91.3521807912,91.5031002041,91.6544281513,91.7710113366,91.8859488751,92.0003029783,92.1159434066,92.2271032371,92.4043230146,92.5812411373,92.7558038318,"",""
10981,"Euro area","EMU","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS",66.7852565026,67.0792372442,67.3732269059,67.5725174076,67.7722006575,67.9728186853,68.1745321921,68.3753027622,68.6489973057,68.9223730544,69.1963677531,69.4694264761,69.7403566498,70.0463318942,70.3515306633,70.655438966,70.9615287787,71.2690930045,71.6529000912,72.0369882736,72.4209864552,72.8043867959,73.1871739282,73.607178876,74.026888089,74.4463761282,74.8656691469,75.2838469219,75.5752241327,75.866922058,76.1608950139,76.4617127817,76.7658668949,77.2703608756,77.7720705278,78.2708795815,78.7662945971,79.2604775056,79.7174043173,80.1710405306,80.6240167037,81.0804235467,81.5371751896,81.9089533342,82.2831005872,82.6578790074,83.0330155247,83.4094016158,83.753859809,84.0966638008,84.4403791799,84.7846627972,85.1240679085,85.3855885051,85.6455367383,85.9006836106,"",""
11137,"Eritrea","ERI","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",119.4878,118.9664,118.445,118.0418,117.6386,117.2354,116.8322,116.429,116.1544,115.8798,115.6052,115.3306,115.056,115.056,115.056,115.056,115.056,115.056,115.334,115.612,115.89,116.168,116.446,115.8296,115.2132,114.5968,113.9804,113.364,112.3268,111.2896,110.2524,109.2152,108.178,106.1244,104.0708,102.0172,99.9636,97.91,94.805,91.7,88.595,85.49,82.385,81.1238,79.8626,78.6014,77.3402,76.079,73.0652,70.0514,67.0376,64.0238,61.01,58.3406,55.6712,53.0018,"",""
11138,"Eritrea","ERI","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE",438.5,430.615,422.729,418.245,413.761,409.277,404.793,400.31,398.248,396.186,394.124,392.062,390,387.907,385.814,383.722,381.629,379.536,378.029,376.522,375.015,373.508,372,370.477,368.954,367.431,365.907,364.384,362.259,360.134,358.009,355.884,353.759,351.468,349.176,346.885,344.594,342.302,340.496,338.691,336.885,335.08,333.274,322.235,311.196,300.157,289.118,278.079,269.93,261.781,253.632,245.483,237.334,231.207,225.08,218.953,"",""
11139,"Eritrea","ERI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA",499.057,491.373,483.689,478.969,474.249,469.528,464.808,460.088,457.071,454.053,451.036,448.019,445.001,441.913,438.825,435.736,432.648,429.559,427.647,425.736,423.824,421.912,420,418.06,416.121,414.181,412.242,410.302,408.334,406.365,404.397,402.428,400.46,399.086,397.712,396.338,394.964,393.59,397.069,400.547,404.025,407.504,410.982,398.13,385.277,372.425,359.573,346.72,339.521,332.321,325.122,317.923,310.724,304.685,298.647,292.609,"",""
11141,"Eritrea","ERI","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",39.907,40.585,41.219,41.796,42.31,42.768,43.186,43.587,43.99,44.402,44.823,45.247,45.664,46.063,46.442,46.799,47.137,47.458,47.765,48.061,48.342,48.603,48.845,49.072,49.296,49.53,49.79,50.088,50.433,50.832,51.286,51.794,52.344,52.923,53.524,54.135,54.748,55.359,55.968,56.576,57.195,57.842,58.526,59.252,60.01,60.786,61.558,62.304,63.008,63.661,64.261,64.815,65.337,65.841,66.331,66.813,"",""
11142,"Eritrea","ERI","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",36.973,37.609,38.213,38.769,39.273,39.722,40.124,40.495,40.851,41.2,41.551,41.908,42.271,42.637,43.007,43.376,43.738,44.087,44.419,44.734,45.033,45.319,45.598,45.876,46.157,46.442,46.727,47.013,47.306,47.615,47.959,48.358,48.823,49.354,49.943,50.568,51.197,51.803,52.373,52.908,53.427,53.966,54.557,55.216,55.939,56.709,57.493,58.255,58.966,59.612,60.19,60.709,61.19,61.651,62.099,62.54,"",""
11143,"Eritrea","ERI","Fertility rate, total (births per woman)","SP.DYN.TFRT.IN",6.899,6.868,6.837,6.806,6.778,6.752,6.728,6.706,6.686,6.667,6.65,6.636,6.624,6.615,6.609,6.609,6.614,6.625,6.64,6.658,6.675,6.686,6.69,6.683,6.665,6.636,6.597,6.552,6.502,6.448,6.387,6.316,6.233,6.137,6.03,5.914,5.793,5.67,5.549,5.434,5.328,5.233,5.149,5.073,5.005,4.942,4.881,4.818,4.752,4.681,4.605,4.525,4.444,4.363,4.285,4.208,"",""
11144,"Eritrea","ERI","Survival to age 65, female (% of cohort)","SP.DYN.TO65.FE.ZS",31.3598,32.2934,33.227,33.789,34.351,34.913,35.475,36.037,36.51659,36.99617,37.47576,37.95534,38.43493,38.84307,39.25121,39.65935,40.06749,40.47563,40.79919,41.12275,41.4463,41.76986,42.09342,42.38652,42.67963,42.97274,43.26585,43.55896,44.11646,44.67396,45.23145,45.78895,46.34645,47.04018,47.73391,48.42763,49.12136,49.81509,50.50239,51.18968,51.87698,52.56428,53.25158,54.35904,55.46651,56.57398,57.68144,58.78891,59.76585,60.7428,61.71974,62.69669,63.67363,64.50884,65.34405,66.17926,"",""
11145,"Eritrea","ERI","Survival to age 65, male (% of cohort)","SP.DYN.TO65.MA.ZS",26.0994,26.9242,27.749,28.2868,28.8246,29.3624,29.9002,30.438,30.8683,31.29861,31.72891,32.15922,32.58952,33.04582,33.50212,33.95841,34.41471,34.87101,35.2078,35.5446,35.8814,36.2182,36.555,36.90555,37.2561,37.60664,37.95719,38.30774,38.71257,39.11739,39.52222,39.92705,40.33187,40.97852,41.62516,42.2718,42.91844,43.56509,43.71197,43.85886,44.00575,44.15263,44.29952,45.5913,46.88308,48.17487,49.46665,50.75843,51.53323,52.30802,53.08282,53.85762,54.63242,55.39645,56.16048,56.92451,"",""
11301,"Spain","ESP","Adolescent fertility rate (births per 1,000 women ages 15-19)","SP.ADO.TFRT",10.0564,10.3502,10.644,11.0234,11.4028,11.7822,12.1616,12.541,13.4562,14.3714,15.2866,16.2018,17.117,18.8192,20.5214,22.2236,23.9258,25.628,24.752,23.876,23,22.124,21.248,20.0218,18.7956,17.5694,16.3432,15.117,14.0294,12.9418,11.8542,10.7666,9.679,9.3544,9.0298,8.7052,8.3806,8.056,8.499,8.942,9.385,9.828,10.271,10.6534,11.0358,11.4182,11.8006,12.183,11.5352,10.8874,10.2396,9.5918,8.944,8.733,8.522,8.311,"",""
11302,"Spain","ESP","Mortality rate, adult, female (per 1,000 female adults)","SP.DYN.AMRT.FE",113.62,109.347,111.695,109.093,104.054,100.456,99.04,98.057,95.715,100.598,92.181,95.224,88.85,88.807,85.6,83.419,81.768,76.806,75.072,72.863,68.98,66.55,63.833,64.545,61.97,61.17,61.446,61.961,61.563,60.035,59.537,59.327,57.025,56.092,55.424,54.533,53.847,50.391,48.766,48.681,47.574,47.286,46.473,47.573,45.38,44.351,43.191,43.09,43.4,42.163,40.92,41.057,39.422,39.33,38.479,"","",""
11303,"Spain","ESP","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA",178.027,172.248,175.942,176.052,170.805,167.72,168.563,167.107,163.371,172.415,164.644,170.392,158.733,162.627,160.767,158.867,157.231,153.31,152.827,150.091,144.958,143.082,138.095,139.043,139.772,141.281,138.188,138.525,142.058,144.95,144.788,146.285,143.317,139.806,137.478,137.853,135.691,125.764,121.218,121.931,118.439,116.368,114.675,113.887,109.524,107.374,103.258,100.671,96.707,92.178,89.007,85.837,83.173,79.507,77.477,"","",""
11305,"Spain","ESP","Life expectancy at birth, female (years)","SP.DYN.LE00.FE.IN",71.66,71.98,72.08,72.36,73.14,73.57,73.78,74.07,74.36,73.89,74.87,74.56,75.63,75.52,75.92,76.31,76.68,77.2,77.42,78.02,78.53,78.74,79.32,79.1,79.64,79.64,79.85,80.17,80.23,80.44,80.51,80.7,81.19,81.26,81.62,81.73,81.88,82.21,82.2,82.2,82.5,82.8,83,83,83.2,83.5,84.1,84.1,84.3,84.6,84.7,85.6,85.5,86.1,86.2,86.3,"",""
11306,"Spain","ESP","Life expectancy at birth, male (years)","SP.DYN.LE00.MA.IN",66.68,67.1,67.08,67.13,67.79,68.18,68.46,68.57,68.85,68.36,69.32,68.84,70.14,69.84,70.16,70.47,70.75,71.21,71.32,71.77,72.32,72.47,73.1,72.87,73.11,73.04,73.33,73.45,73.43,73.36,73.34,73.42,73.81,74.01,74.36,74.41,74.54,75.17,75.3,75.4,75.6,76.1,76.3,76.4,76.7,77,77.7,77.8,78.2,78.5,78.7,79.5,79.5,80.2,80.4,80.6,"",""
